GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:1901888	regulation of cell junction assembly	0.010089685237158	0.010089685237158	+1	THY1,DLG5,COL16A1,RAB17,WNT7A,EPHA3,NLGN2,NLGN3,WNT3A,PTPRJ,EFNA5,SYNDIG1,CLSTN1,CRB3,CAMSAP3,SNAI2,EPHB1,RHOG,SEMA4A,EPHB2,CNTNAP2,DOCK1,IRX3,ABI3,APLNR,PDLIM5,BDNF,F11R,EPHA2,AGT,RHOA,RAP1A,LRFN5,ACVRL1,ROBO2,ABL1,TSC1,CLSTN3,SETD5,SRC,MYO1C,DMTN,CLASP1,FLOT1,DUSP3,TJP1,PTEN,GHRL,MAP4K4,MYCBP2,MEF2C,SLITRK6,DLC1,THBS1,NPHP1,PPM1F,SFRP1,SLIT1,ARHGAP6,TEK,SNAI1,KDR,IL1B,TNF,DUSP22,ACE,AGRN,CLSTN2,NLGN1,NPHP4,RAC1,SLITRK3,S100A10,PTPRD,CAV1,PTPRA,PRKACA,VCL
GO:0019722	calcium-mediated signaling	0.010229170984710666	0.010229170984710666	+1	FHL2,CHRM3,ADGRB2,CACNA1C,IGF1,ORAI1,ANK2,CCRL2,CHP1,FKBP1B,NUDT4,ATP2A2,CX3CR1,LRRK2,PTPRJ,TNFSF11,RCAN2,DMD,ATP1A2,HRC,HTT,NFATC4,ACKR4,LAT2,DYRK2,NFATC3,PPP1R9B,CDH13,PRNP,PPP1R9A,CCR2,CASQ1,NFATC2,CCR8,MYOZ2,CXCR1,GSTO1,SLC24A4,P2RX4,AKAP6,P2RX5,NFATC1,MCTP1,MAPT,CXCR4,CCR4,PCP4,NMUR1,CXCR2,PDPK1,PDGFRB,CCR10,KSR2,RCAN1,GSK3B,ACKR3,POMC,CASQ2,SPPL3,TREML1,CAMTA1,GSTM2,RYR2,CHP2,ITPR1,CXCR5,ATP2B4,CLIC2,CXCL8,EDN2,TNF,SLC8A1,SAMD14,SELE,CCR1,NFAT5,EIF2AK3,GPR143,CCR7,PLA2G4B,EDNRB,RAMP3,BTK,DMPK,CCL3,P2RX7,CLEC7A,PPP3CC,PRKACA,FCGR3A
GO:0007599	hemostasis	0.010229170984710666	0.010229170984710666	+1	ENTPD1,F11,NFE2,DGKA,COL3A1,ITPK1,FOXA2,ITGA2,MYL12A,APOH,DGKI,FAP,FBLN1,MAPK14,C1QTNF1,PRKCQ,PF4,F2RL2,CPB2,BLOC1S3,MPIG6B,ADTRP,EPHB2,SERPINE1,ADAMTS18,HNF4A,F11R,PRKCD,HBB,LYN,DGKB,ITGB3,FCER1G,ADAMTS13,PAFAH2,GP1BA,FLNA,FGA,STXBP1,CD40,F2R,SERPINE2,GP6,RASA3,CD36,SRC,SLC6A4,PLA2G4A,FERMT3,PIK3CB,TLR4,F5,TREML1,CTSG,HPSE,CEACAM1,F12,KRT1,ACTB,ST3GAL4,PRKCA,THBS1,PPIA,SYK,EMILIN1,SERPINB2,LMAN1,AK3,PABPC4,FGG,TFPI,JMJD1C,MYL9,WAS,PLAU,SELP,KLKB1,GNAQ,ITPR3,GNA12,PROS1,DGKH,THBD,TEC,VTN,CSRP1,FLI1,USF1,NOS3,PLAT,CAV1,PDGFA,VCL,VAV1
GO:0050679	positive regulation of epithelial cell proliferation	0.010229170984710666	0.010229170984710666	+1	HPN,ODAM,MDK,IGF1,WNT7A,VASH2,HYAL1,AREG,SCG2,NR4A1,PGF,EGF,ZNF703,WNT5A,ECM1,CLDN1,VEGFD,GATA2,FGFR1,HIF1A,OSR2,AKT1,CDH13,EGFL7,CDH3,APLNR,CCL11,PLXNB3,FZD7,NR4A3,OSR1,ITGB3,PIK3CD,TNFSF12,THBS4,MYC,TBX1,JAML,SCAND3,EGR3,VEGFC,PDPK1,FGF7,GRN,XBP1,CCL24,ANG,BMP4,RREB1,SOX9,EXTL3,STAT5A,HMOX1,PRKCA,NOD2,SFRP1,NRP2,TEK,KDR,TNF,SRSF6,STXBP4,SP1,EPGN,NOTCH2,SAAL1,BMP6,ZNF580,BMP5,ITGA4,HRAS,ARNT,TCF7L2
GO:0007204	positive regulation of cytosolic calcium ion concentration	0.01023957573279767	0.01023957573279767	+1	S1PR3,CACNA1C,ADRA1A,P2RY1,CCRL2,PLA2G1B,BDKRB2,CX3CR1,FFAR4,S1PR4,PROK2,ADCY8,CACNB3,C1QTNF1,ADCYAP1,ACKR4,ABL2,JPH1,PTGER1,DLG4,ADCY5,AVPR1A,CCR2,BDKRB1,CD24,CCR8,CXCR1,CXCL13,GPER1,P2RX4,CACNA2D1,JPH2,P2RX5,CXCR4,ABL1,CCR4,F2R,CXCR2,CD36,CCR10,ADRA1D,MCHR1,ACKR3,TRPC3,CD52,SPPL3,LPAR1,CAV3,CYSLTR1,PTGER2,RYR2,GHRL,CXCR5,PTGER3,ESR1,CD55,SLC8A1,TRPV4,ADRA1B,CCR1,ITPR3,CCR7,CACNA1A,TACR1,NPTN,P2RX7,CAV1,EDNRA
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	0.01055760008759812	0.01055760008759812	+1	ROBO1,HMCN1,CNTN6,HMCN2,TRO,TENM3,SDK2,PKD1,PALLD,CADM1,CDH13,ESAM,CELSR2,PLXNB3,PVR,IGSF21,NECTIN1,PTK7,ITGB1,ROBO2,PCDHB6,NEXN,IGSF9,CEACAM1,CADM2,FAT2,PTPN23,AMIGO1,CNTN4,CD84,PTPRT,L1CAM,NPTN,PLXNB2,ROBO3,EMB,AMIGO2
GO:0030193	regulation of blood coagulation	0.01087374841166581	0.01087374841166581	+1	F11,FOXA2,APOH,FAP,C1QTNF1,PF4,CPB2,ADTRP,EPHB2,SERPINE1,ADAMTS18,PRKCD,GP1BA,FGA,F2R,SERPINE2,HPSE,CEACAM1,F12,KRT1,ST3GAL4,THBS1,EMILIN1,SERPINB2,FGG,TFPI,PLAU,KLKB1,THBD,VTN,USF1,NOS3,PLAT,CAV1,PDGFA
GO:0014812	muscle cell migration	0.011019715287083348	0.011019715287083348	+1	IGFBP5,MDK,IGF1,TPM1,CORO1B,SERPINE1,CCN4,NR4A3,ADAMTS1,IGFBP3,ITGB3,THBS4,PARVA,DOCK7,PDGFRB,XBP1,MSTN,FGF9,SIX1,BMP4,NDRG4,S100A11,MEF2C,AIF1,PLAU,ACE,CCN3,CCL5,VTN,PLAT,PDGFA
GO:0071496	cellular response to external stimulus	0.011019715287083348	0.011019715287083348	+1	GADD45A,FADD,CASP5,TNFRSF10B,BNIP3,PDE2A,TLR3,CASP1,MAP3K14,MAPK3,TMEM87A,ANKRD1,F11R,TLR8,CNN2,MYD88,PIEZO2,CD40,TMEM150C,HABP4,TLR4,FAS,SOX9,MAP3K2,CRADD,AQP1,IL1B,CHEK1,LTBR,CASP2,MAPK8
GO:0071260	cellular response to mechanical stimulus	0.011019715287083348	0.011019715287083348	+1	GADD45A,FADD,CASP5,TNFRSF10B,BNIP3,PDE2A,TLR3,CASP1,MAP3K14,MAPK3,TMEM87A,ANKRD1,F11R,TLR8,CNN2,MYD88,PIEZO2,CD40,TMEM150C,HABP4,TLR4,FAS,SOX9,MAP3K2,CRADD,AQP1,IL1B,CHEK1,LTBR,CASP2,MAPK8
GO:0046320	regulation of fatty acid oxidation	0.011065783660197814	0.011065783660197814	+1	ACADL,MFSD2A,PLIN5,MLYCD,KLHL25,TWIST1,AKT1,SIRT4,PDK4,ABCD2,MTLN,IRS1,APPL2,AKT2,SOX9,ABCD1,PPARGC1A,IRS2,PPARA
GO:0072001	renal system development	0.011065783660197814	0.011065783660197814	+1	SULF1,SMO,MYO1E,SHH,PCSK9,RET,FGF1,CTNNB1,CTSH,LRRK2,MME,ACTA2,GLI2,IL6R,PCSK5,FOXC1,PKD1,GATA3,HAS2,PKD2,HNF1B,SOX8,SULF2,MYOCD,OSR2,DLL1,EGR1,AGT,BMP7,STRA6,CD24,OSR1,NF1,JAG1,SIX4,MYC,CEP290,GDNF,ROBO2,TFAP2A,BAG6,CENPF,MPV17,PDGFRB,IFT27,SIX2,COL4A1,ITGA3,ZNG1A,SOX4,WT1,HELLS,WFS1,COL4A3,SIX1,SCHIP1,BMP4,GDF6,ITGA8,FOXF1,TBX18,SOX9,RBP4,KLHL3,MEF2C,PTPRO,WNK4,LIF,TEK,PYGO2,PAX8,ACE,PROM1,AHI1,IFT25,PYGO1,COL4A4,MTSS1,CD34,PDGFA
GO:0043542	endothelial cell migration	0.011297586639788986	0.011297586639788986	+1	ROBO1,FSTL1,GADD45A,S100A12,RHOB,FGF1,SMOC2,APOH,AGTR2,EMP2,SCG2,FAP,FOXC2,NR4A1,EGF,WNT5A,LOXL2,S100A9,RRAS,FUT1,ADTRP,ADGRA2,SPARC,GATA3,CORO1B,PLEKHG5,GATA2,FGFR1,DCN,HIF1A,AKT1,CDH13,FGF18,ANXA3,PRCP,EPHA2,NOTCH1,AGT,GREM1,GIPC1,BCAS3,NF1,RHOA,CXCL13,ITGB3,PIK3CD,P2RX4,TNFSF12,EFNB2,ACVRL1,EGR3,PPARG,ABL1,CD40,DLL4,SH3BP1,ANXA1,PDPK1,PIK3CB,GRN,ID1,DNAJA4,CEACAM1,ANGPT4,MEF2C,STAT5A,BMPER,HMOX1,PRKCA,THBS1,DPP4,ATP2B4,S100A2,NRP2,TEK,KDR,RGCC,TNF,JUP,SP1,CCN3,STARD13,RAC1,MIA3,GPLD1,PIK3R3,LPXN,ZNF580,RHOJ,MAP2K5,ATP5F1A,SYNJ2BP,RIN2,ATOH8,ADAMTS9,NOS3,ZC3H12A,EPHB4,KLF4
GO:0086001	cardiac muscle cell action potential	0.011398838393944323	0.011398838393944323	+1	SCN1A,KCNE4,CACNA1C,SLC4A3,ANK2,KCNE3,PKP2,ATP2A2,RANGRF,CACNA1G,KCNQ1,KCND3,DMD,ATP1A2,RNF207,CTNNA3,KCNJ2,GPD1L,SCN2B,SCN3A,SLMAP,CACNB2,KCNA5,CACNA2D1,SCN9A,KCNH2,DSC2,FLNA,HCN4,NEDD4L,SCN2A,SCN11A,CAV3,SCN1B,RYR2,ANK3,TBX18,SCN8A,SCN4A,FGF13,SLC8A1,DSP,JUP,SCN4B,CXADR,CAV1
GO:0086010	membrane depolarization during action potential	0.012276266023181772	0.012276266023181772	+1	SCN1A,CACNA1C,ANK2,RANGRF,CACNA1G,ATP1A2,KCNJ2,SCN2B,SCN3A,SLMAP,CACNB2,CACNA2D1,KCNH2,HCN4,SCN11A,CAV3,SCN1B,ANK3,SLC8A1,SCN4B
GO:0019395	fatty acid oxidation	0.012804740292642523	0.012804740292642523	+1	ACAT2,ACOXL,ECHDC1,ACAT1,ACADL,MFSD2A,PLIN5,MLYCD,HSD17B4,KLHL25,ACAA1,TWIST1,CPT2,ACADS,GCDH,AKT1,ACAA2,ADIPOR1,BDH2,ACAD11,SIRT4,CROT,ADIPOR2,ECI1,PDK4,ACOX2,IVD,ABCD2,ACOT8,DECR1,MTLN,ACOX1,IRS1,APPL2,SLC27A2,AKT2,SOX9,ECHS1,ALOX15,HADHA,ADH7,ABCD1,CYP4V2,PPARGC1A,IRS2,PPARA,HSD17B10,PHYH,ABCD4,ILVBL,ETFA
GO:0120161	regulation of cold-induced thermogenesis	0.012804740292642523	0.012804740292642523	+1	ACADL,FABP5,MFAP2,SCD,DIO2,ZNF516,FFAR4,ELOVL3,CPT2,MFN2,FOXC2,ACOT13,ADCYAP1,ALPL,NPR3,PWWP2B,ADRB2,PDGFC,FH,ADIPOR1,ARRDC3,PER2,EBF2,NOTCH1,CCR2,IP6K1,ADIPOR2,IRF4,ZBTB7B,NOVA2,SLN,ELOVL6,CXCR4,EPAS1,ADRB1,NOVA1,EHMT1,WNT10B,ESRRG,ZNF423,OGT,STAT6,DOCK7,CD36,KSR2,PCTP,NRDC,OXTR,DDIT3,LGR4,TRPV2,MAP2K6,NR1H2,DECR1,TLR4,ID1,ABHD6,PRDM16,ADAMTS5,ALMS1,PLCL1,IL18R1,APPL2,GHRL,KDM6B,SYK,PLAC8,PGAM5,TFE3,ATF4,PPARGC1A,THRA,ACSL1,IL18,QKI,NR1D1,CAV1
GO:0062012	regulation of small molecule metabolic process	0.012907167078439563	0.012907167078439563	+1	TRIB3,NUPR1,MID1IP1,ACADL,IGF1,PLA2G3,MFSD2A,SREBF2,FMO5,LPCAT3,PLIN5,MLYCD,SREBF1,PID1,FGF1,LHCGR,KLHL25,SPHK2,TWIST1,C1QTNF3,GNB3,GNMT,GSK3A,SNAI2,SEC14L2,PGP,DYRK2,HIF1A,SLC7A7,AKT1,CD244,EGR1,MBTPS1,ADIPOR1,HNF4A,APOA1,SIRT4,CBFA2T3,PRKAA2,PANK2,PHKA1,GPER1,GPR146,PPP1R3E,RD3,PDK4,CRY1,AMDHD2,PPARG,ARV1,PIBF1,FIS1,OGT,MLST8,RORA,ABCD2,FBP1,PDK1,ARL2,MLXIPL,SORBS1,NR1H2,MTLN,IRS1,NCOR1,APPL2,DNAJC30,AKT2,FOXO1,ANTKMT,CEACAM1,FGFR4,SOX9,ZBTB20,TRIM63,GIT1,ATP2B4,BEND3,DDB1,SNAI1,NNMT,IL1B,LPGAT1,TNF,TTC39B,ABCG1,ENO1,JMJD8,DCAF5,PPTC7,ABCD1,ATPSCKMT,APOC1,PPARGC1A,GPLD1,PMAIP1,IRS2,PPARA,QKI,BMP6,CLN3,ARPP19,NR1D1,BMP5,PRKN,GFI1,ME1,LACC1,STARD4,P2RX7,AKR1C3,ZBTB7A,DKK3,NOS3,CAV1,ARNT,PRKACA,SIRT7,CLK2,PSEN1
GO:1903038	negative regulation of leukocyte cell-cell adhesion	0.012998172428222385	0.012998172428222385	+1	TNFRSF21,CXCL12,MDK,DLG5,CDKN2A,TNFAIP8L2,CTLA4,TWSG1,SFTPD,CD69,TNFSF4,ADTRP,TIGIT,HLA-E,FOXP3,AKT1,PRNP,CD274,PLA2G2D,DAPL1,LAX1,SLC4A2,SPN,ZBTB7B,RUNX1,CCL21,IHH,LILRB2,VSIR,ANXA1,HLA-G,DUSP3,VTCN1,LAG3,PDCD1,CTSG,GLI3,BMP4,STAT5A,VSIG4,CR1,ARG1,IL10,TNFRSF14,PLA2G5,SDC4,PLA2G2A,LGALS9,MIA3,ZC3H8,GPNMB,SOCS5,PPARA,CD300A,ZC3H12A,RUNX3,KLF4
GO:0045862	positive regulation of proteolysis	0.013133025790560136	0.013133025790560136	+1	TRIB3,CEBPA,NUPR1,HPN,SNX9,RNF185,EFNA1,FADD,FBXW7,RAD23A,CTSH,LRRK2,AGER,SH3RF3,CSNK1A1,PACSIN3,MBP,GSK3A,TRIM32,DDRGK1,APH1A,AKT1,DDA1,BBS7,CCDC22,NLRC4,RBX1,CBFA2T3,LYN,AURKAIP1,PSMC3,TF,HERPUD1,PRELID1,GSN,BAG6,VSIR,OGT,TBC1D10A,NRDC,RNF180,GSK3B,SH3RF2,GRN,CLU,XBP1,CLN6,MELTF,OSBPL7,CAV3,EPHA4,STUB1,PTEN,ELOB,FGFR4,F12,COP1,NFE2L2,SNX33,PSMC5,CR1,MAGEF1,DVL1,KEAP1,BAG2,SGTA,ADRA2A,IL1B,TNF,CCBE1,RHBDD1,RCN3,BCAP31,MDM2,KLKB1,ENO1,FBXO22,CSNK1E,ADAM9,DNAJB2,GABARAP,PSMC2,PYHIN1,SERPINB3,CDC20B,GPLD1,TMTC3,SOCS5,FURIN,S100A10,PRKN,TRIB2,NCSTN,CAV1,FZR1,BTRC
GO:0006637	acyl-CoA metabolic process	0.013209520240953891	0.013209520240953891	+1	ACSS2,ACSM3,ACAT1,HMGCS1,FASN,MLYCD,MVD,ACOT4,HSD17B4,ELOVL3,ACACA,PDHX,MVK,BAAT,ELOVL2,NUDT19,PMVK,GCDH,ELOVL1,TDO2,FITM2,DGAT2,PDK4,ELOVL6,PPCS,HACD1,SUCLG1,ACOT2,ACOT8,NUDT8,DIP2A,SLC27A2,OXSM,PPT2,ACACB,ACLY,ACOT1,DGAT1,ACSS1,ACSM5,ABCD1,ACSBG1,ACSL1,TECR,SUCLA2,ACOT7,PDHA1,DLAT,OGDH,HSD17B12
GO:0035383	thioester metabolic process	0.013209520240953891	0.013209520240953891	+1	ACSS2,ACSM3,ACAT1,HMGCS1,FASN,MLYCD,MVD,ACOT4,HSD17B4,ELOVL3,ACACA,PDHX,MVK,BAAT,ELOVL2,NUDT19,PMVK,GCDH,ELOVL1,TDO2,FITM2,DGAT2,PDK4,ELOVL6,PPCS,HACD1,SUCLG1,ACOT2,ACOT8,NUDT8,DIP2A,SLC27A2,OXSM,PPT2,ACACB,ACLY,ACOT1,DGAT1,ACSS1,ACSM5,ABCD1,ACSBG1,ACSL1,TECR,SUCLA2,ACOT7,PDHA1,DLAT,OGDH,HSD17B12
GO:0045807	positive regulation of endocytosis	0.013268224585995423	0.013268224585995423	+1	ARRB1,SFRP4,PCSK9,TUB,CD300LF,WNT3A,PTPRJ,COLEC11,SFTPD,C2,RAB31,EGF,PYCARD,GAS6,IL15RA,GATA2,SERPINE1,BICD1,NTF3,DLL1,APLNR,APOA1,CAMK1D,GREM1,CLIP3,SIRPA,C4A,C4B,FCER1G,TF,FCN3,FCGR2B,CCL21,NEDD4L,ANKFY1,CLU,FLOT1,ARRB2,SIRPB1,CD47,FCN1,APPL2,SIRPG,CFP,RAB27A,MERTK,CCL19,CCL2,SELE,PLA2G5,AZU1,SMPD1,ABCA13,AHI1,NLGN1,VTN,CBLL1,VPS28,CLN3,CD151,CLEC7A,MYO18A,HIP1,C3,HNRNPK,ATAD1,NCKAP1L
GO:0060491	regulation of cell projection assembly	0.013381592940599374	0.013381592940599374	+1	TGFB3,DPYSL3,MYO3B,RAB17,OCLN,WDPCP,TENM1,HTT,FAM110C,MIEN1,ODF2L,TRIM32,ABI2,EPS8,RAB3IP,PFN2,AKT1,RAP1GAP,CEP97,ABI3,ARHGAP44,EPHA2,PLXNB3,GAP43,PRKCD,ARPC2,ARAP1,PLEKHM1,ATP8B1,CCL21,PFN1,ARHGAP35,TAPT1,ATG3,MPHOSPH9,NEURL1,MYO10,INTU,DMTN,GSK3B,RALA,GPM6A,DYNC2LI1,PLD1,MSTN,ODF2,LPAR1,CDKL5,DEF8,MCIDAS,CCL19,ARF4,WAS,SEPTIN9,DCDC2,DAAM2,CCR7,AGRN,KIF24,NLGN1,MYO3A,BRK1,RAC1,CROCC,RAC2,SEPTIN7,ANLN,CEP120,ODAD3,SDCCAG8,RAB11FIP3,TRPM2,EVI5L,MAPK15,FUZ,P2RX7,TWF1,EPS8L2,MARK4,RAB11A,TWF2,WASF2,PPP1R35,CAV1,HRAS,CYLD,CCP110,BBS4
GO:0010976	positive regulation of neuron projection development	0.013423555369327246	0.013423555369327246	+1	DPYSL3,MDK,PLA2G3,RET,EPHA3,DBN1,TENM3,DMD,TUBB2B,TOX,WNT5A,TNN,S100A9,SERPINI1,ABL2,ROR2,SCARF1,NTRK1,ATP1B2,BDNF,GPC2,CAMK1D,PLXNB3,BMP7,LYN,RAP1A,STMN2,PTK7,ARHGAP35,ALKAL1,GRN,BCL11A,SCN1B,NDRG4,NTRK2,RELN,DDR2,PTK6,NTRK3,MARK2,ZNF804A,P3H1,CNTF,CAMK1,CAPRIN2,NPTN,BMP5,DHX36,VLDLR,PLXNB2,FBXO38,PTPRD,TWF1,TWF2,CBFA2T2,RETREG3
GO:1901890	positive regulation of cell junction assembly	0.013664230274305729	0.013664230274305729	+1	THY1,DLG5,COL16A1,WNT7A,NLGN2,NLGN3,PTPRJ,SYNDIG1,CLSTN1,CRB3,EPHB1,SEMA4A,EPHB2,CNTNAP2,IRX3,BDNF,EPHA2,AGT,ACVRL1,ABL1,TSC1,CLSTN3,FLOT1,GHRL,MAP4K4,SLITRK6,NPHP1,PPM1F,SFRP1,TEK,KDR,AGRN,CLSTN2,NLGN1,NPHP4,RAC1,SLITRK3,S100A10,PTPRD,CAV1
GO:0086012	membrane depolarization during cardiac muscle cell action potential	0.01433375727265286	0.01433375727265286	+1	CACNA1C,ANK2,RANGRF,CACNA1G,ATP1A2,KCNJ2,SCN2B,SLMAP,CACNB2,CACNA2D1,HCN4,CAV3,SCN1B,ANK3,SLC8A1,SCN4B
GO:1903039	positive regulation of leukocyte cell-cell adhesion	0.014376779305970998	0.014376779305970998	+1	IGFBP2,THY1,MDK,IGF1,SHH,FLOT2,LEF1,FADD,KLHL25,PRKCZ,TNFSF11,AGER,GLI2,PTPN6,BRD7,PYCARD,PRKCQ,VCAM1,TNFSF4,ABL2,GATA3,HAS2,KAT5,IL1A,HLA-E,FOXP3,AKT1,CD28,RHOH,CD274,SART1,TNFRSF13C,CCR2,HLA-DOB,NR4A3,LYN,CD24,CD70,SMARCA2,RHOA,SIRPA,FOXO3,CD160,ZBTB7B,RUNX1,CCL21,HHLA2,IHH,ABL1,LILRB2,VSIR,ANXA1,PDPK1,SRC,XBP1,HLA-G,ALOX5,SIRPB1,SOX4,ARID1B,CD47,FUT7,CARD11,CD276,SIRPG,TMIGD2,GLI3,FCHO1,ACTB,ST3GAL4,CR1,PHF10,AIF1,CCL19,DPP4,NOD2,SMARCE1,CCL2,CD55,PCK1,IL1B,IL7,TNF,SELE,TNFRSF14,CD5,NCK2,SELP,NFAT5,CCR7,SMARCC1,DUSP10,CSK,LGALS9,CCL5,IL18,ITGB2,SOCS5,CD1D,HLA-DMA,NKAP,FBXO38,TFRC,HLA-DQA2,CAV1,RUNX3,VAV1,NCKAP1L
GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	0.014623389477675138	0.014623389477675138	+1	SFRP2,PRKCZ,PTPN6,GPRC5A,NTF3,INPP5F,PARP14,PRKCD,ZFYVE28,MVP,NF2,TSG101,PIBF1,CHMP6,DMTN,SFRP1,PTK6,DUSP22,ERRFI1,SOCS3,SOCS5,ZGPAT,CAV1
GO:0030889	negative regulation of B cell proliferation	0.014781215680724893	0.014781215680724893	+1	TNFRSF21,CDKN2A,CTLA4,TNFRSF13B,TYROBP,FCGR2B,MNDA,IL10,ATM,CD300A
GO:0043413	macromolecule glycosylation	0.015041355638060876	0.015041355638060876	+1	B3GNT8,SLC39A8,GALNT13,B3GALNT2,CHP1,MGAT3,TUSC3,ABCA2,FUT8,GALNT16,ST3GAL6,GXYLT2,RAMP1,POFUT2,B3GNT9,B4GAT1,GCNT2,FUT1,B3GNT7,MGAT4B,ACER2,ST3GAL5,UGGT2,POMGNT2,GALNT1,DERL3,DOLK,POGLUT2,GALNT18,TRAK1,A4GALT,TET1,NPC1,FKTN,GCNT1,B4GALT1,MAN1C1,ST6GAL1,TMEM59,PMM1,GALNT5,FUT3,XXYLT1,GAL3ST1,OGT,POGLUT3,TET2,SLC51B,ALG13,B3GALT5,GOLGA2,MGAT5,STT3B,B3GNT5,DPM2,ST6GALNAC4,LARGE1,FUT7,B3GNT3,GALNT9,MGAT4A,PGM3,ST3GAL4,ST8SIA6,MGAT5B,MGAT4C,DOLPP1,RPN1,SLC35C1,B3GALT6,MPDU1,DPM3,GCNT3,B3GALT4,B3GALNT1,ALG10,TMTC3,ST6GALNAC1,POGLUT1,MGAT1,C1GALT1C1,ALG3,GFPT2,NUDT14,GXYLT1,PMM2,MGAT2,GCNT4,OGA,GALNT12,GALNT11,ALG2,EOGT
GO:0006486	protein glycosylation	0.015041355638060876	0.015041355638060876	+1	B3GNT8,SLC39A8,GALNT13,B3GALNT2,CHP1,MGAT3,TUSC3,ABCA2,FUT8,GALNT16,ST3GAL6,GXYLT2,RAMP1,POFUT2,B3GNT9,B4GAT1,GCNT2,FUT1,B3GNT7,MGAT4B,ACER2,ST3GAL5,UGGT2,POMGNT2,GALNT1,DERL3,DOLK,POGLUT2,GALNT18,TRAK1,A4GALT,TET1,NPC1,FKTN,GCNT1,B4GALT1,MAN1C1,ST6GAL1,TMEM59,PMM1,GALNT5,FUT3,XXYLT1,GAL3ST1,OGT,POGLUT3,TET2,SLC51B,ALG13,B3GALT5,GOLGA2,MGAT5,STT3B,B3GNT5,DPM2,ST6GALNAC4,LARGE1,FUT7,B3GNT3,GALNT9,MGAT4A,PGM3,ST3GAL4,ST8SIA6,MGAT5B,MGAT4C,DOLPP1,RPN1,SLC35C1,B3GALT6,MPDU1,DPM3,GCNT3,B3GALT4,B3GALNT1,ALG10,TMTC3,ST6GALNAC1,POGLUT1,MGAT1,C1GALT1C1,ALG3,GFPT2,NUDT14,GXYLT1,PMM2,MGAT2,GCNT4,OGA,GALNT12,GALNT11,ALG2,EOGT
GO:0050817	coagulation	0.015041355638060876	0.015041355638060876	+1	ENTPD1,F11,DGKA,COL3A1,ITPK1,FOXA2,ITGA2,MYL12A,APOH,DGKI,FAP,FBLN1,MAPK14,C1QTNF1,PRKCQ,PF4,F2RL2,CPB2,BLOC1S3,MPIG6B,ADTRP,EPHB2,SERPINE1,ADAMTS18,HNF4A,F11R,PRKCD,HBB,LYN,DGKB,ITGB3,FCER1G,ADAMTS13,PAFAH2,GP1BA,FLNA,FGA,STXBP1,CD40,F2R,SERPINE2,GP6,RASA3,CD36,SRC,SLC6A4,PLA2G4A,FERMT3,PIK3CB,TLR4,F5,TREML1,CTSG,HPSE,CEACAM1,F12,KRT1,ACTB,ST3GAL4,PRKCA,THBS1,PPIA,SYK,EMILIN1,SERPINB2,LMAN1,AK3,PABPC4,FGG,TFPI,JMJD1C,MYL9,WAS,PLAU,SELP,KLKB1,GNAQ,ITPR3,GNA12,PROS1,DGKH,THBD,TEC,VTN,CSRP1,USF1,PROCR,NOS3,PLAT,CAV1,PDGFA,VCL,VAV1
GO:1903670	regulation of sprouting angiogenesis	0.015138020930737416	0.015138020930737416	+1	FGF1,CLIC3,EPN1,TNN,FUT1,DLL1,CREB3L1,PDPK1,PIK3CB,ALOX5,TJP1,CEACAM1,BMPER,THBS1,SEMA6A,ITGA5,JMJD8,TSPAN18,CEMIP2,RHOJ,SYNJ2BP,ADAMTS9,KLF2,KLF4
GO:0034440	lipid oxidation	0.015169523012215544	0.015169523012215544	+1	ACAT2,ACOXL,ECHDC1,ACAT1,ACADL,MFSD2A,PLIN5,MLYCD,HSD17B4,KLHL25,ACAA1,TWIST1,CPT2,ACADS,GCDH,AKT1,ACAA2,ADIPOR1,BDH2,ACAD11,SIRT4,CROT,ADIPOR2,ECI1,PDK4,ACOX2,ALOX15B,IVD,ABCD2,ACOT8,ALOX5,DECR1,MTLN,ACOX1,IRS1,APPL2,SLC27A2,AKT2,SOX9,ECHS1,ALOX15,HADHA,ADH7,ABCD1,CYP4V2,PPARGC1A,IRS2,PPARA,HSD17B10,PHYH,ABCD4,ILVBL,ETFA
GO:1900046	regulation of hemostasis	0.015176287689599138	0.015176287689599138	+1	F11,FOXA2,APOH,FAP,C1QTNF1,PF4,CPB2,ADTRP,EPHB2,SERPINE1,ADAMTS18,PRKCD,GP1BA,FGA,F2R,SERPINE2,HPSE,CEACAM1,F12,KRT1,ST3GAL4,THBS1,EMILIN1,SERPINB2,FGG,TFPI,PLAU,KLKB1,THBD,VTN,USF1,NOS3,PLAT,CAV1,PDGFA
GO:0032731	positive regulation of interleukin-1 beta production	0.01548107554892019	0.01548107554892019	+1	FZD5,ORM1,ORM2,LILRA2,NLRP12,AGER,PYCARD,LILRA5,WNT5A,CASP1,EGR1,NLRC4,TLR8,MEFV,TYROBP,MYD88,CD36,NAIP,TLR4,IFI16,GSDMD,CCL19,NOD2,TNF,AZU1,NLRP1,LPL,LGALS9,AIM2,CCL3,NLRP2,P2RX7,CLEC7A,PANX1
